clip,predicted_glosses,predicted_with_confidence,ground_truth
video_24_77,NS_SALLY PT_PRO1 PT_PRO2 PT_POSS2 CAN TREE PT_POSS1 HAVE SEE BUT KNOW PT_DEM3 PT_PRO3 WHAT NS_POSSUM GO GET YES NOW LOOK NO PLAY LIKE NOT NS_SKIP HOW THINK WANT WHY VERY PT_LOC PT_PRO1PL,NS_SALLY(0.73) PT_PRO1(0.64) PT_PRO2(0.63) PT_POSS2(0.62) CAN(0.62) TREE(0.62) PT_POSS1(0.59) HAVE(0.54) SEE(0.53) BUT(0.53) KNOW(0.52) PT_DEM3(0.52) PT_PRO3(0.50) WHAT(0.50) NS_POSSUM(0.50) GO(0.49) GET(0.49) YES(0.48) NOW(0.48) LOOK(0.47) NO(0.45) PLAY(0.44) LIKE(0.44) NOT(0.43) NS_SKIP(0.41) HOW(0.40) THINK(0.39) WANT(0.38) WHY(0.38) VERY(0.37) PT_LOC(0.37) PT_PRO1PL(0.36),LIKE NS_SALLY
video_24_82,PT_POSS1 NS_SALLY PT_PRO1 PT_PRO2 GO NS_POSSUM HAVE CAN PT_POSS2 TREE LOVE NS_SKIP MAKE NOW PT_PRO1PL BUT NEED PT_PRO3 COME SEE PT_DEM3 NS_AMANDA WHAT HELP THING GET BIKE KNOW WHY LIKE LOOK HERE WANT MANY NO,PT_POSS1(0.70) NS_SALLY(0.68) PT_PRO1(0.67) PT_PRO2(0.63) GO(0.63) NS_POSSUM(0.62) HAVE(0.62) CAN(0.58) PT_POSS2(0.55) TREE(0.53) LOVE(0.52) NS_SKIP(0.51) MAKE(0.51) NOW(0.51) PT_PRO1PL(0.50) BUT(0.48) NEED(0.48) PT_PRO3(0.48) COME(0.47) SEE(0.45) PT_DEM3(0.44) NS_AMANDA(0.44) WHAT(0.43) HELP(0.42) THING(0.41) GET(0.41) BIKE(0.40) KNOW(0.40) WHY(0.40) LIKE(0.39) LOOK(0.38) HERE(0.38) WANT(0.37) MANY(0.37) NO(0.35),GOOD HAVE KNOW PT_PRO1PL RAIN
video_24_106,NOW PUT NEED PT_PRO1PL MAKE PT_DEM3 CAN GET PLEASE THEN ALL CUT BOWL HAVE PT_LOC PAPER PT_PRO1 ONE PT_PRO2 LOOK GO PT_PRO3 DO SEE,NOW(0.88) PUT(0.83) NEED(0.80) PT_PRO1PL(0.72) MAKE(0.62) PT_DEM3(0.62) CAN(0.60) GET(0.59) PLEASE(0.54) THEN(0.54) ALL(0.53) CUT(0.52) BOWL(0.50) HAVE(0.48) PT_LOC(0.48) PAPER(0.42) PT_PRO1(0.42) ONE(0.42) PT_PRO2(0.40) LOOK(0.40) GO(0.40) PT_PRO3(0.39) DO(0.38) SEE(0.37),CAN DO PLEASE PT_DEM3 PT_PRO1 PT_PRO2
video_24_144,WATCH BYE THANK-YOU THANK HELLO YES PT_PRO1PL YEAH FINISH MUCH TIME GREAT EVERYONE PT_PRO3 SEE NS_JAY PT_PRO2 LOOK GO,WATCH(0.93) BYE(0.83) THANK-YOU(0.78) THANK(0.72) HELLO(0.68) YES(0.65) PT_PRO1PL(0.60) YEAH(0.60) FINISH(0.60) MUCH(0.59) TIME(0.58) GREAT(0.58) EVERYONE(0.55) PT_PRO3(0.42) SEE(0.40) NS_JAY(0.39) PT_PRO2(0.37) LOOK(0.37) GO(0.35),OKAY YES
video_24_146,GREAT NS_POSSUM YES LOOK GOOD PT_DEM3 WHAT NS_SALLY RIGHT,GREAT(0.72) NS_POSSUM(0.71) YES(0.68) LOOK(0.64) GOOD(0.58) PT_DEM3(0.58) WHAT(0.57) NS_SALLY(0.51) RIGHT(0.49),HERE NS_POSSUM PT_DEM3 PUT
video_25_7,HELLO BYE HI EVERYONE NS_SALLY NS_POSSUM NS_SKIP GOOD,HELLO(0.98) BYE(0.95) HI(0.81) EVERYONE(0.65) NS_SALLY(0.59) NS_POSSUM(0.54) NS_SKIP(0.43) GOOD(0.38),HELLO NS_POSSUM
video_25_21,GREAT YES RIGHT YEAH PT_DEM3 WHAT GOOD OKAY LOOK WATCH OK NS_SALLY THANK-YOU,GREAT(0.89) YES(0.85) RIGHT(0.73) YEAH(0.71) PT_DEM3(0.61) WHAT(0.60) GOOD(0.59) OKAY(0.59) LOOK(0.55) WATCH(0.55) OK(0.52) NS_SALLY(0.46) THANK-YOU(0.36),NS_POSSUM SURE
video_25_56,HELLO NS_POSSUM NS_SALLY LOOK TWO WHAT NS_SKIP BYE GOOD PT_DEM3,HELLO(0.88) NS_POSSUM(0.81) NS_SALLY(0.69) LOOK(0.63) TWO(0.54) WHAT(0.49) NS_SKIP(0.47) BYE(0.45) GOOD(0.41) PT_DEM3(0.38),COME QUICK
video_25_120,LOOK NOW PT_DEM3 NS_POSSUM GREAT PT_PRO2 PT_POSS1 PT_PRO1PL WHAT GO CAN YES HAVE NEED HERE PUT READY ALL GOOD ONE PT_PRO1 NOT NS_SALLY DO PT_LOC MAKE PLEASE PT_PRO3 PT_POSS2 RIGHT FINISH SEE WHY,LOOK(0.69) NOW(0.66) PT_DEM3(0.63) NS_POSSUM(0.59) GREAT(0.56) PT_PRO2(0.54) PT_POSS1(0.52) PT_PRO1PL(0.50) WHAT(0.49) GO(0.48) CAN(0.47) YES(0.47) HAVE(0.46) NEED(0.46) HERE(0.45) PUT(0.45) READY(0.44) ALL(0.43) GOOD(0.43) ONE(0.43) PT_PRO1(0.40) NOT(0.40) NS_SALLY(0.39) DO(0.38) PT_LOC(0.38) MAKE(0.37) PLEASE(0.36) PT_PRO3(0.36) PT_POSS2(0.36) RIGHT(0.36) FINISH(0.35) SEE(0.35) WHY(0.35),CAN GO PT_PRO2 SURE YES
video_25_123,TWO ONE LOOK THREE PT_DEM3 WHAT NOW GREAT PUT PT_LOC NS_SALLY GOOD FOUR NS_POSSUM PT_PRO3 HAVE CAN PT_PRO2 YES SEE DO PLEASE,TWO(0.71) ONE(0.70) LOOK(0.67) THREE(0.65) PT_DEM3(0.64) WHAT(0.55) NOW(0.52) GREAT(0.51) PUT(0.50) PT_LOC(0.50) NS_SALLY(0.48) GOOD(0.44) FOUR(0.41) NS_POSSUM(0.41) PT_PRO3(0.40) HAVE(0.38) CAN(0.38) PT_PRO2(0.37) YES(0.37) SEE(0.37) DO(0.36) PLEASE(0.35),ENJOY GREAT
video_25_124,PT_PRO1 PT_POSS1 NS_SALLY GO BOX HAVE PT_POSS2 NOW HERE WANT TREE COME NS_POSSUM PT_PRO1PL HOUSE THINK NS_AMANDA PT_PRO3 PT_PRO2 MAKE NS_SKIP BUT NEED PLAY WELL BIKE WHAT NO GIVE BEFORE NOT CAN GOOD VERY FINISH KNOW PT_DEM3 ALL BRING WHY GREAT BIG READY PT_LOC MANY DO GARDEN AND SHADOW LIKE WAIT LOVE INSIDE DIFFERENT SAY PT_POSS3 STRONG SOMETHING LOOK LUNCH MOVE WHEEL GET SAME SO BALL SURPRISE WAY,PT_PRO1(0.65) PT_POSS1(0.63) NS_SALLY(0.62) GO(0.61) BOX(0.60) HAVE(0.59) PT_POSS2(0.59) NOW(0.58) HERE(0.58) WANT(0.57) TREE(0.56) COME(0.55) NS_POSSUM(0.55) PT_PRO1PL(0.54) HOUSE(0.54) THINK(0.54) NS_AMANDA(0.53) PT_PRO3(0.52) PT_PRO2(0.52) MAKE(0.51) NS_SKIP(0.51) BUT(0.50) NEED(0.50) PLAY(0.49) WELL(0.48) BIKE(0.48) WHAT(0.48) NO(0.48) GIVE(0.48) BEFORE(0.47) NOT(0.47) CAN(0.47) GOOD(0.47) VERY(0.46) FINISH(0.46) KNOW(0.46) PT_DEM3(0.46) ALL(0.45) BRING(0.45) WHY(0.45) GREAT(0.43) BIG(0.43) READY(0.43) PT_LOC(0.43) MANY(0.43) DO(0.42) GARDEN(0.42) AND(0.42) SHADOW(0.41) LIKE(0.41) WAIT(0.41) LOVE(0.40) INSIDE(0.40) DIFFERENT(0.40) SAY(0.40) PT_POSS3(0.40) STRONG(0.40) SOMETHING(0.40) LOOK(0.39) LUNCH(0.39) MOVE(0.39) WHEEL(0.39) GET(0.38) SAME(0.38) SO(0.38) BALL(0.37) SURPRISE(0.36) WAY(0.35),ENJOY FINISH FUN LOOK-LIKE MUST PT_PRO2
video_26_17,WHAT PT_DEM3 NS_SALLY GREAT YES VERY PT_PRO1 GOOD HAVE RIGHT MAKE KNOW PT_PRO2 NO CAN BUT,WHAT(0.66) PT_DEM3(0.64) NS_SALLY(0.59) GREAT(0.58) YES(0.57) VERY(0.54) PT_PRO1(0.54) GOOD(0.47) HAVE(0.46) RIGHT(0.45) MAKE(0.44) KNOW(0.39) PT_PRO2(0.38) NO(0.37) CAN(0.36) BUT(0.36),HOW PT_PRO1 START
video_26_39,YES GREAT RIGHT WHAT PT_DEM3 GOOD FUNNY LOOK THAT NS_POSSUM,YES(0.87) GREAT(0.87) RIGHT(0.79) WHAT(0.75) PT_DEM3(0.74) GOOD(0.66) FUNNY(0.55) LOOK(0.51) THAT(0.41) NS_POSSUM(0.40),PT_PRO1 WHO
video_26_48,THINK SEE BEAUTIFUL PT_PRO1 PT_POSS1 PT_PRO3 HAVE VERY PT_PRO2 FINISH PT_PRO1PL DAY LOOK,THINK(0.57) SEE(0.55) BEAUTIFUL(0.54) PT_PRO1(0.51) PT_POSS1(0.47) PT_PRO3(0.46) HAVE(0.43) VERY(0.41) PT_PRO2(0.38) FINISH(0.36) PT_PRO1PL(0.36) DAY(0.36) LOOK(0.35),DAY PT_DEM3 PT_PRO1 REMEMBER YES
video_26_79,PT_POSS1 SEE BUTTERFLY NEED FINISH PT_PRO1PL PT_PRO2 PT_PRO1 MOON HAVE WILL WHEN TIME LOVE CALL PT_PRO3 NOW PT_DEM3 KNOW CAN GO MAKE PT_PRO3PL WATER,PT_POSS1(0.74) SEE(0.65) BUTTERFLY(0.63) NEED(0.53) FINISH(0.53) PT_PRO1PL(0.52) PT_PRO2(0.51) PT_PRO1(0.50) MOON(0.50) HAVE(0.49) WILL(0.46) WHEN(0.46) TIME(0.45) LOVE(0.45) CALL(0.44) PT_PRO3(0.44) NOW(0.43) PT_DEM3(0.40) KNOW(0.39) CAN(0.38) GO(0.37) MAKE(0.37) PT_PRO3PL(0.37) WATER(0.35),LIKE MAKE WHEN
video_26_128,YES NS_POSSUM LOOK PT_PRO2 RIGHT PT_DEM3 GREAT LOVELY FUNNY PT_PRO3 WANT WHAT IDEA PT_PRO1 DRINK CAN GO DO TRY HAVE NO GOOD VERY KNOW THINK,YES(0.81) NS_POSSUM(0.76) LOOK(0.72) PT_PRO2(0.63) RIGHT(0.62) PT_DEM3(0.61) GREAT(0.60) LOVELY(0.56) FUNNY(0.53) PT_PRO3(0.52) WANT(0.52) WHAT(0.52) IDEA(0.47) PT_PRO1(0.45) DRINK(0.43) CAN(0.43) GO(0.42) DO(0.41) TRY(0.40) HAVE(0.39) NO(0.37) GOOD(0.37) VERY(0.36) KNOW(0.36) THINK(0.36),FUN NOW WATCH
video_26_138,WHAT GREAT PT_DEM3 YES RIGHT PT_PRO2 GOOD HAVE NS_POSSUM CAN DO THAT LOVELY PT_PRO1,WHAT(0.67) GREAT(0.66) PT_DEM3(0.66) YES(0.65) RIGHT(0.65) PT_PRO2(0.49) GOOD(0.46) HAVE(0.39) NS_POSSUM(0.39) CAN(0.39) DO(0.38) THAT(0.37) LOVELY(0.36) PT_PRO1(0.35),PT_DEM3 WHAT
video_27_17,KNOW NS_POSSUM PT_PRO1 IDEA LOOK HAVE NO YES THINK PT_PRO3 NS_SALLY WHAT GO PT_DEM3 VERY GREAT PT_PRO2 CAN SEE DO PT_POSS1 GOOD NOT FUN,KNOW(0.71) NS_POSSUM(0.67) PT_PRO1(0.65) IDEA(0.64) LOOK(0.63) HAVE(0.62) NO(0.58) YES(0.58) THINK(0.56) PT_PRO3(0.55) NS_SALLY(0.54) WHAT(0.52) GO(0.52) PT_DEM3(0.52) VERY(0.51) GREAT(0.47) PT_PRO2(0.47) CAN(0.40) SEE(0.39) DO(0.39) PT_POSS1(0.38) GOOD(0.38) NOT(0.37) FUN(0.36),PT_PRO2
video_27_47,NS_SALLY GREAT YES WHAT PT_DEM3 NOW RIGHT PT_PRO1PL PT_PRO2 LOOK FINISH NS_POSSUM PT_PRO1 CAN NEXT GOOD PT_POSS1,NS_SALLY(0.68) GREAT(0.66) YES(0.62) WHAT(0.59) PT_DEM3(0.59) NOW(0.51) RIGHT(0.48) PT_PRO1PL(0.47) PT_PRO2(0.47) LOOK(0.44) FINISH(0.44) NS_POSSUM(0.40) PT_PRO1(0.39) CAN(0.39) NEXT(0.39) GOOD(0.39) PT_POSS1(0.37),PLEASE YES
video_27_75,PT_PRO1 NS_SALLY GO WANT CAN BUT PT_PRO2 PT_POSS1 PT_PRO3 PUT HAVE NS_POSSUM NOW NEED WHY PT_POSS2 MAKE PT_PRO1PL PT_DEM3 PLANT ALL INSIDE WATER FOOD YES WILL WHAT NOT GET BREAKFAST GARDEN KNOW LIKE DO LOOK THEN RIGHT VERY HELP THINK NICE SEE GOOD EAT PLAY FOOT ALSO,PT_PRO1(0.71) NS_SALLY(0.67) GO(0.66) WANT(0.64) CAN(0.63) BUT(0.62) PT_PRO2(0.61) PT_POSS1(0.59) PT_PRO3(0.58) PUT(0.58) HAVE(0.57) NS_POSSUM(0.56) NOW(0.55) NEED(0.55) WHY(0.53) PT_POSS2(0.53) MAKE(0.52) PT_PRO1PL(0.49) PT_DEM3(0.49) PLANT(0.48) ALL(0.48) INSIDE(0.47) WATER(0.45) FOOD(0.44) YES(0.44) WILL(0.44) WHAT(0.44) NOT(0.44) GET(0.44) BREAKFAST(0.43) GARDEN(0.42) KNOW(0.42) LIKE(0.42) DO(0.41) LOOK(0.41) THEN(0.41) RIGHT(0.41) VERY(0.40) HELP(0.40) THINK(0.38) NICE(0.37) SEE(0.36) GOOD(0.36) EAT(0.36) PLAY(0.36) FOOT(0.36) ALSO(0.35),LIKE
video_27_83,PT_PRO2 THINK NS_POSSUM GO CAN HAVE PT_PRO1 MAKE PT_PRO3 WANT KNOW NOT BUT PT_PRO1PL SOMETHING WHY SEE PT_DEM3 IDEA DO NOW COME WHAT NS_SKIP INSIDE NEED GOOD YES LIKE GET RIGHT,PT_PRO2(0.72) THINK(0.71) NS_POSSUM(0.71) GO(0.70) CAN(0.68) HAVE(0.68) PT_PRO1(0.66) MAKE(0.65) PT_PRO3(0.64) WANT(0.61) KNOW(0.60) NOT(0.55) BUT(0.54) PT_PRO1PL(0.53) SOMETHING(0.48) WHY(0.47) SEE(0.45) PT_DEM3(0.45) IDEA(0.43) DO(0.43) NOW(0.43) COME(0.42) WHAT(0.41) NS_SKIP(0.41) INSIDE(0.41) NEED(0.40) GOOD(0.39) YES(0.38) LIKE(0.36) GET(0.36) RIGHT(0.35),OR UNDERSTAND
video_27_113,GO PT_PRO1 HAVE PT_PRO1PL GET PT_PRO2 HERE TREE NS_POSSUM NOW NOT CAN PT_PRO3 STRONG PT_POSS1 WANT GARDEN PT_LOC BIG FINISH LOOK ALL DO NEED YES WHY PT_DEM3 COME WILL WHERE PT_POSS2 NS_SALLY KNOW INSIDE VERY GREAT BRING AROUND PT_PRO3PL THEN BUT THINK THING GOOD DRY WHAT MAKE PUT OK,GO(0.70) PT_PRO1(0.60) HAVE(0.60) PT_PRO1PL(0.59) GET(0.56) PT_PRO2(0.55) HERE(0.55) TREE(0.55) NS_POSSUM(0.54) NOW(0.53) NOT(0.52) CAN(0.52) PT_PRO3(0.51) STRONG(0.51) PT_POSS1(0.50) WANT(0.50) GARDEN(0.47) PT_LOC(0.47) BIG(0.47) FINISH(0.47) LOOK(0.46) ALL(0.45) DO(0.45) NEED(0.45) YES(0.43) WHY(0.43) PT_DEM3(0.42) COME(0.42) WILL(0.42) WHERE(0.42) PT_POSS2(0.42) NS_SALLY(0.41) KNOW(0.41) INSIDE(0.41) VERY(0.40) GREAT(0.40) BRING(0.39) AROUND(0.39) PT_PRO3PL(0.38) THEN(0.38) BUT(0.38) THINK(0.37) THING(0.36) GOOD(0.36) DRY(0.36) WHAT(0.36) MAKE(0.36) PUT(0.36) OK(0.35),FINISH PT_PRO1PL
video_27_118,THANK-YOU NS_SKIP GREAT NS_SALLY GO LOOK PT_PRO1 PT_DEM3 YES COME PT_PRO3 HELLO PT_PRO1PL NS_POSSUM PT_PRO2 READY NS_JAY GOOD WHAT NOW BYE,THANK-YOU(0.59) NS_SKIP(0.58) GREAT(0.55) NS_SALLY(0.54) GO(0.49) LOOK(0.48) PT_PRO1(0.46) PT_DEM3(0.46) YES(0.46) COME(0.46) PT_PRO3(0.46) HELLO(0.46) PT_PRO1PL(0.44) NS_POSSUM(0.44) PT_PRO2(0.42) READY(0.39) NS_JAY(0.38) GOOD(0.36) WHAT(0.36) NOW(0.36) BYE(0.36),PT_DEM3
video_27_127,NOW PT_PRO1PL NEED GO PT_PRO2 HAVE PT_DEM3 NS_POSSUM ALL CAN PUT LOOK PT_POSS1 GET PT_PRO1 PT_PRO3 HERE MAKE PT_LOC PLEASE FINISH WHAT PT_POSS2 GREAT PT_PRO3PL SEE,NOW(0.70) PT_PRO1PL(0.65) NEED(0.64) GO(0.58) PT_PRO2(0.54) HAVE(0.54) PT_DEM3(0.53) NS_POSSUM(0.52) ALL(0.51) CAN(0.51) PUT(0.51) LOOK(0.51) PT_POSS1(0.50) GET(0.49) PT_PRO1(0.48) PT_PRO3(0.46) HERE(0.45) MAKE(0.45) PT_LOC(0.43) PLEASE(0.42) FINISH(0.41) WHAT(0.41) PT_POSS2(0.39) GREAT(0.38) PT_PRO3PL(0.36) SEE(0.35),NS_SALLY PT_PRO2 SEE
video_27_133,LOOK PT_DEM3 NOW GREAT NS_POSSUM PT_LOC HERE PT_PRO2 PT_PRO1PL NEED ONE HAVE WHAT NS_SALLY PT_POSS1,LOOK(0.72) PT_DEM3(0.70) NOW(0.66) GREAT(0.64) NS_POSSUM(0.62) PT_LOC(0.60) HERE(0.59) PT_PRO2(0.55) PT_PRO1PL(0.54) NEED(0.52) ONE(0.48) HAVE(0.46) WHAT(0.45) NS_SALLY(0.44) PT_POSS1(0.37),NO
video_27_150,HAVE PT_PRO1 GO PT_PRO2 PT_PRO1PL NS_POSSUM CAN PT_PRO3 MAKE GET WANT PT_DEM3 DO COME PT_POSS2 NEED WHAT WILL YES,HAVE(0.66) PT_PRO1(0.60) GO(0.60) PT_PRO2(0.59) PT_PRO1PL(0.57) NS_POSSUM(0.54) CAN(0.54) PT_PRO3(0.50) MAKE(0.47) GET(0.45) WANT(0.42) PT_DEM3(0.41) DO(0.41) COME(0.41) PT_POSS2(0.40) NEED(0.39) WHAT(0.39) WILL(0.38) YES(0.37),NS_POSSUM PT_PRO2
video_28_32,YES PT_PRO2 WHAT CAN PT_DEM3 RIGHT GREAT PLEASE LOOK NS_POSSUM DO OKAY PT_PRO3 WANT OK PT_PRO1PL NOW PT_PRO1 WHY HAVE ONE NS_SALLY,YES(0.72) PT_PRO2(0.64) WHAT(0.63) CAN(0.61) PT_DEM3(0.61) RIGHT(0.60) GREAT(0.58) PLEASE(0.54) LOOK(0.53) NS_POSSUM(0.48) DO(0.47) OKAY(0.45) PT_PRO3(0.44) WANT(0.43) OK(0.43) PT_PRO1PL(0.42) NOW(0.42) PT_PRO1(0.42) WHY(0.40) HAVE(0.38) ONE(0.36) NS_SALLY(0.36),GOOD NS_POSSUM
video_28_39,PT_PRO2 NS_POSSUM WHAT PT_DEM3 GET NOW PT_POSS2 GREAT CAN YES HAVE PT_PRO1 HOW PT_PRO1PL HERE PT_POSS1 TREE READY NEED LIKE PT_PRO3,PT_PRO2(0.69) NS_POSSUM(0.69) WHAT(0.57) PT_DEM3(0.56) GET(0.54) NOW(0.54) PT_POSS2(0.54) GREAT(0.53) CAN(0.50) YES(0.49) HAVE(0.45) PT_PRO1(0.44) HOW(0.43) PT_PRO1PL(0.39) HERE(0.39) PT_POSS1(0.38) TREE(0.38) READY(0.37) NEED(0.37) LIKE(0.36) PT_PRO3(0.36),CAN-NOT NS_POSSUM PLAY PT_PRO2
video_28_75,HELLO COME-ON HI BYE GREAT LOOK NS_SALLY NS_SKIP GOOD NS_POSSUM GO,HELLO(0.84) COME-ON(0.74) HI(0.65) BYE(0.63) GREAT(0.60) LOOK(0.54) NS_SALLY(0.52) NS_SKIP(0.51) GOOD(0.51) NS_POSSUM(0.47) GO(0.35),BYE OKAY
video_28_104,NS_SALLY WHAT PT_DEM3 GREAT LOOK YES BUT NOW PT_PRO2 NS_POSSUM PT_PRO1 HAVE NEED RIGHT CAN PT_POSS1 FINISH GOOD,NS_SALLY(0.80) WHAT(0.76) PT_DEM3(0.70) GREAT(0.66) LOOK(0.55) YES(0.52) BUT(0.51) NOW(0.48) PT_PRO2(0.48) NS_POSSUM(0.45) PT_PRO1(0.44) HAVE(0.44) NEED(0.44) RIGHT(0.44) CAN(0.41) PT_POSS1(0.38) FINISH(0.36) GOOD(0.36),NOW YES
video_28_124,NEED NOW PT_PRO1PL PLEASE MAKE PT_PRO2 PT_DEM3 CAN GET PUT PAPER HAVE USE INSTRUCTION ONE NS_POSSUM CARD CUP CUT EGG PT_PRO3 TOGETHER SEED WHAT PT_POSS2 SEE LOOK PT_LOC FINISH TWO PIECE GO FIRST DO GREAT OTHER,NEED(0.83) NOW(0.83) PT_PRO1PL(0.75) PLEASE(0.74) MAKE(0.71) PT_PRO2(0.69) PT_DEM3(0.61) CAN(0.61) GET(0.58) PUT(0.57) PAPER(0.57) HAVE(0.56) USE(0.55) INSTRUCTION(0.55) ONE(0.54) NS_POSSUM(0.51) CARD(0.50) CUP(0.48) CUT(0.48) EGG(0.45) PT_PRO3(0.45) TOGETHER(0.41) SEED(0.41) WHAT(0.40) PT_POSS2(0.40) SEE(0.40) LOOK(0.40) PT_LOC(0.39) FINISH(0.38) TWO(0.38) PIECE(0.38) GO(0.37) FIRST(0.37) DO(0.37) GREAT(0.36) OTHER(0.36),HOW INSTRUCTION MAKE PT_DET
video_28_166,NS_POSSUM GREAT PT_PRO2 YES NOT PT_DEM3 NO WHAT LOOK HAVE SEE PT_PRO1 PT_PRO1PL FINISH CAN THINK GOOD RIGHT NOW PT_PRO3 VERY BUT PT_POSS1 MANY KNOW,NS_POSSUM(0.75) GREAT(0.63) PT_PRO2(0.63) YES(0.62) NOT(0.61) PT_DEM3(0.58) NO(0.58) WHAT(0.56) LOOK(0.55) HAVE(0.52) SEE(0.45) PT_PRO1(0.44) PT_PRO1PL(0.44) FINISH(0.43) CAN(0.42) THINK(0.42) GOOD(0.42) RIGHT(0.41) NOW(0.41) PT_PRO3(0.41) VERY(0.40) BUT(0.40) PT_POSS1(0.39) MANY(0.37) KNOW(0.36),BUT DAY GREAT HAVE PT_PRO1PL
video_29_19,HAVE PT_PRO1 WHAT NO GREAT DO NS_POSSUM YES GOOD KNOW PT_DEM3 WELL THINK SOMETHING PT_PRO3 BUT NOT PT_PRO2 VERY PT_PRO1PL SAME,HAVE(0.69) PT_PRO1(0.62) WHAT(0.57) NO(0.51) GREAT(0.51) DO(0.49) NS_POSSUM(0.49) YES(0.49) GOOD(0.49) KNOW(0.46) PT_DEM3(0.46) WELL(0.45) THINK(0.44) SOMETHING(0.42) PT_PRO3(0.41) BUT(0.38) NOT(0.38) PT_PRO2(0.37) VERY(0.37) PT_PRO1PL(0.35) SAME(0.35),WONDERFUL
video_29_30,NS_SALLY PT_PRO1 KNOW PT_PRO2 BUT YES WHAT NS_POSSUM HAVE CAN GO NO NOT VERY LIKE PT_POSS1 MAKE PT_DEM3 SURPRISE WANT PT_PRO3 WHY PT_POSS2 THING GOOD ALWAYS RIGHT NS_SKIP BREAKFAST,NS_SALLY(0.78) PT_PRO1(0.75) KNOW(0.67) PT_PRO2(0.60) BUT(0.58) YES(0.57) WHAT(0.55) NS_POSSUM(0.55) HAVE(0.55) CAN(0.55) GO(0.55) NO(0.55) NOT(0.55) VERY(0.52) LIKE(0.51) PT_POSS1(0.50) MAKE(0.49) PT_DEM3(0.47) SURPRISE(0.47) WANT(0.46) PT_PRO3(0.45) WHY(0.41) PT_POSS2(0.41) THING(0.41) GOOD(0.39) ALWAYS(0.37) RIGHT(0.37) NS_SKIP(0.37) BREAKFAST(0.35),FOR GOOD KNOW NS_SALLY PT_PRO2 TREE WHAT
video_29_36,PT_PRO1 MAKE VERY HAVE KNOW GOOD SURPRISE PT_PRO1PL PT_POSS1 WHAT NEED BUT THING FINISH PT_DEM3 LEARN PT_PRO3 THINK NS_POSSUM YES NOT CAN PT_PRO2 GO DO GREAT NS_SALLY MANY DIFFERENT WANT NO PT_PRO3PL LOVE,PT_PRO1(0.66) MAKE(0.65) VERY(0.62) HAVE(0.59) KNOW(0.56) GOOD(0.56) SURPRISE(0.53) PT_PRO1PL(0.51) PT_POSS1(0.51) WHAT(0.50) NEED(0.49) BUT(0.48) THING(0.48) FINISH(0.47) PT_DEM3(0.47) LEARN(0.47) PT_PRO3(0.46) THINK(0.46) NS_POSSUM(0.45) YES(0.45) NOT(0.45) CAN(0.44) PT_PRO2(0.43) GO(0.43) DO(0.42) GREAT(0.41) NS_SALLY(0.41) MANY(0.40) DIFFERENT(0.39) WANT(0.39) NO(0.37) PT_PRO3PL(0.37) LOVE(0.37),AIR CLEAN
video_29_72,YES PT_DEM3 RIGHT GREAT WHAT GOOD PT_POSS1 LOOK LIKE HAVE VERY NOW NS_POSSUM ICE,YES(0.80) PT_DEM3(0.75) RIGHT(0.73) GREAT(0.66) WHAT(0.65) GOOD(0.57) PT_POSS1(0.50) LOOK(0.46) LIKE(0.43) HAVE(0.40) VERY(0.37) NOW(0.36) NS_POSSUM(0.35) ICE(0.35),CAREFUL
video_29_103,GREAT WHAT YES PT_DEM3 LOOK RIGHT GOOD NS_POSSUM IDEA DO KNOW,GREAT(0.71) WHAT(0.70) YES(0.68) PT_DEM3(0.64) LOOK(0.63) RIGHT(0.61) GOOD(0.51) NS_POSSUM(0.44) IDEA(0.42) DO(0.40) KNOW(0.37),CAN DO NS_SALLY PT_PRO1
video_29_114,FINISH TIME NOW PT_PRO1PL NEED PT_PRO2 SEE MAKE GET,FINISH(0.87) TIME(0.83) NOW(0.81) PT_PRO1PL(0.77) NEED(0.74) PT_PRO2(0.74) SEE(0.73) MAKE(0.38) GET(0.38),DO HARD PT_DEM3
video_29_127,LOOK NS_SALLY PT_DEM3 WHAT NS_POSSUM GREAT YES HELLO PT_PRO2 PT_PRO3 GOOD RIGHT HAVE PT_PRO1 EVERYONE,LOOK(0.67) NS_SALLY(0.67) PT_DEM3(0.65) WHAT(0.64) NS_POSSUM(0.63) GREAT(0.53) YES(0.50) HELLO(0.48) PT_PRO2(0.48) PT_PRO3(0.47) GOOD(0.47) RIGHT(0.45) HAVE(0.44) PT_PRO1(0.42) EVERYONE(0.37),NS_SALLY THERE
video_29_147,YES IDEA FUNNY NS_POSSUM LOOK RIGHT WHAT GREAT KNOW PT_DEM3 PT_PRO2 GOOD FUN PT_PRO1 PT_PRO3 DO NO,YES(0.77) IDEA(0.64) FUNNY(0.63) NS_POSSUM(0.59) LOOK(0.55) RIGHT(0.54) WHAT(0.53) GREAT(0.53) KNOW(0.52) PT_DEM3(0.52) PT_PRO2(0.47) GOOD(0.42) FUN(0.42) PT_PRO1(0.41) PT_PRO3(0.41) DO(0.40) NO(0.37),WILL YES
