text	gloss
why do not we imagine that we are jumping and swimming in the water .	WHY IMAGINE PT_PRO1PL JUMP SWIM WATER
yes you do look cold you need a jacket or something possum go and get one .	YES PT_PRO2 LOOK COLD PT_PRO2 NEED JACKET OR SOMETHING NS_POSSUM GO GET
the bike is missing .	BIKE MISSING
you are going to bulldoze my house .	PT_PRO2 BULLDOZE PT_POSS1 HOUSE
now that one .	NOW PT_DEM3 ONE
remember all the fun times we have had and all the things we have made .	REMEMBER HAVE FUN-TIME HAVE MAKE
it is always a very exciting time because the kids all tell their parents what has happened that day what they have learnt show them pictures of what they might have drawn .	TIME EXCITING ALWAYS CHILD TELL PARENT HAPPEN DAY LEARN SHOW PICTURE DRAW MIGHT
i thought the sun was half asleep but it was actually me .	PT_PRO1 THINK SUN SLEEP-HALF BUT DS(FLAT) ACTUALLY PT_PRO1
i am possum .	PT_PRO1 NS_POSSUM
well i think it is time now we go and fix sallys drawer .	NOW TIME COME FIXING NS_SALLY DRAWER
i could use that as a stop sign .	PT_PRO1 USE PT_DEM3 STOP-SIGN
you never know when we might need to use it .	KNOW-NOT WHEN MIGHT NEED USE
try and recreate it .	RECREATE TRY
yes .	YES
hello .	HELLO
right now that is cardboard .	NOW PT_DEM3 CARDBOARD
under .	UNDER
hang on .	WAIT
do you think this one could go on there .	PT_DEM3 FIT PT_LOC
you need to keep shaking it .	PT_PRO2 NEED KEEP SHAKE
that is right .	RIGHT
now try and use the juicer .	NOW JUICER USE TRY
my golf ball .	PT_POSS1 GOLF BALL
i thought you were just going to cut a few but you have cut so many .	THINK PT_PRO2 CUT FEW ONLY BUT CUT MANY
take the gloves off .	GLOVE TAKE-OFF
first we need to get the bottle .	FIRST PT_PRO1PL NEED GET BOTTLE
i get it .	PT_PRO1 GET
you put that on in case you fall out of the kayak .	PT_PRO2 PUT PT_DEM3 BODY FALL-OUT KAYAK PREVENT
you sit down i will get them .	PT_PRO2 SIT-DOWN PT_PRO1 GET
that is right let us do that .	RIGHT TRUE DO
i have got some apricots .	PT_PRO1 HAVE APRICOT
let us go for a kayak ride great .	GO KAYAK-RIDE GREAT
those children know so much about mirrors that was awesome .	CHILDREN THOSE MIRROR KNOW MUCH THAT AWESOME
the tape measure .	TAPE MEASURE
yes alright let us put it all in now .	YES ALRIGHT PUT ALL IN NOW
sally why do not i get any letters .	NS_SALLY WHY PT_PRO1 NOT GET LETTER
hello everyone .	HELLO EVERYONE
eight .	EIGHT
it makes me quite hot but i really enjoy it and i know possum loves to dig too .	MAKE PT_PRO1 HOT BUT PT_PRO1 ENJOY POSSUM LOVE DIG TOO
possum thongs .	NS_POSSUM THONGS
hello .	HELLO
this one .	PT_DEM3
can i sleep all day sally .	PT_PRO1 CAN SLEEP ALL-DAY NS_SALLY
you have got a lot of lemons there possum .	PT_PRO2 HAVE LEMON MANY PT_DEM3 POSSUM
let me think .	THINK PT_PRO1
it was a really good try possum .	REALLY GOOD TRY POSSUM
what me no .	WHAT PT_PRO1 NO
the sun has gone behind the clouds .	SUN GONE BEHIND CLOUD
i really enjoyed that .	PT_PRO1 REALLY ENJOY PT_DEM3
that is much too small to be me .	PT_DEM3 MUCH TOO SMALL BE PT_PRO1
i was drawing .	PT_PRO1 DRAW
that is a great idea possum .	PT_DEM3 GREAT IDEA NS_POSSUM
that looked great .	PT_DEM3 LOOK GREAT
that does not matter possum .	PT_DEM3 NOT MATTER NS_POSSUM
it is a good door .	PT_PRO3 GOOD DOOR
that is really good possum .	PT_DEM3 REALLY GOOD NS_POSSUM
sally what is a treasure hunt .	NS_SALLY TREASURE-HUNT WHAT
no possum .	NO POSSUM
they will get all the food and the nutrients from the soil .	PT_PRO3PL GET FOOD NUTRIENT SOIL
i love his shed and all the tools he has in it .	PT_PRO1 LOVE PT_POSS3 SHED AND ALL TOOL PT_POSS3 HAVE PT_LOC
careful .	CAREFUL
yes of course we can .	YES CORRECT PT_PRO1PL CAN
possum you have already had three stories .	POSSUM PT_PRO2 HAVE ALREADY STORY THREE
i just could not feel happy .	PT_PRO1 JUST FEEL-NOT HAPPY
thanks for watching .	THANKS WATCH FINISH
possum can you do that please .	NS_POSSUM PT_PRO2 DO PLEASE
you see this is hollow .	PT_PRO2 SEE PT_DEM3 HOLLOW
let us try again .	TRY AGAIN
bye .	BYE
i was playing some soccer too and i kicked a great goal .	PLAY SOCCER AND PT_PRO1 KICK GOAL GREAT
sally i think i am finished .	NS_SALLY PT_PRO1 THINK PT_PRO1 FINISH
all right possum we need our beach umbrella .	GOOD POSSUM PT_PRO1PL NEED PT_POSS1PL BEACH-UMBRELLA
hello .	HELLO
yes you are right .	TRUE PT_PRO2 RIGHT
bye bye .	BYE BYE
ok .	OK
let us go inside .	GO INSIDE
why do not you just give them the book .	WHY PT_PRO2 GIVE PT_PRO3PL BOOK
i was thinking and i remembered where i put the wheelbarrow .	PT_PRO1 THINK REMEMBER WHERE PUT WHEELBARROW PT_PRO1
it is a pattern .	PT_DEM3 PATTERN
it is a good feeling to be in charge .	GOOD FEEL BE-IN-CHARGE
if the butterfly sees a lovely flower with nectar in it they land on it and have a drink .	BUTTERFLY SEE FLOWER NICE NECTAR HAVE PT_LOC LAND DRINK
yes yes we are still having pumpkin soup .	YES YES PT_PRO1PL PUMPKIN SOUP STILL HAVE
never mind possum .	NEVER-MIND POSSUM
let us see if we can see it .	SEE LOOK PT_PRO1PL TRY SEE PT_DEM3
amanda over there .	NS_AMANDA PT_LOC
now this recipe will explain to us how to make our pumpkin soup .	NOW RECIPE PT_DEM3 PUMPKIN SOUP MAKE HOW EXPLAIN
yes .	YES
look .	LOOK
i get it .	PT_PRO1 GET
i am ready sally what do you want to show me .	PT_PRO1 READY NS_SALLY WHAT PT_PRO2 WANT SHOW PT_PRO1
yes of course i am sally .	YES COURSE PT_PRO1 NS_SALLY
we have had boiled eggs do you remember that .	PT_PRO1PL HAVE EGG BOIL REMEMBER PT_DEM3
possum why do not you collect up the balls .	POSSUM WHY PT_PRO2 NOT-COLLECT BALL
i know .	PT_PRO1 KNOW
great .	GREAT
but why do not we go outside and see if there is a mystery person out there .	WHY GO OUTSIDE SEE MYSTERY PERSON EXIST
ok bye .	OK BYE
but sally they look so nice though .	BUT NS_SALLY PT_PRO3PL LOOK NICE THOUGH
that was great .	GREAT THAT
all different shapes .	SHAPE DIFFERENT ALL
would you like me to teach you .	PT_PRO2 WANT PT_PRO1 TEACH PT_PRO2
see is not that great .	SEE NOT GREAT
sally i have had such a great day learning about different types of balls .	NS_SALLY PT_PRO1 HAVE GREAT DAY LEARN BALL TYPE DIFFERENT MANY
alright let us go .	ALRIGHT GO
that is right possum .	RIGHT NS_POSSUM
i will get some ice .	FUTURE GET ICE
yeah i will help but how do you make the paper ball stick together .	YEAH PT_PRO1 HELP HOW PAPER BALL STICK TOGETHER MAKE
right .	RIGHT
if we could have a look to make sure the soil is ready for the carrots to be planted i will go inside and get the things we need to plant them ok .	CAN LOOK CHECK SOIL READY CARROT PLANT IF-THEN PT_PRO1 GO-IN GET THING NEED PLANT OK
anyway can i help you possum .	ANYWAY PT_PRO1 HELP PT_PRO2 POSSUM CAN
that is great .	GREAT
it is not the size .	PT_DEM3 SIZE-NOT
yes so mixing blue and yellow will create green .	YES MIX BLUE YELLOW CREATE GREEN
well did you enjoy your time with skip today and learning lots about the different tools he has .	WELL PT_PRO2 ENJOY PT_POSS2 TIME WITH NS_SKIP TODAY LEARN MANY TOOL DIFFERENT NS_SKIP HAVE
i have made this .	PT_PRO1 MAKE PT_DEM3
well our time is up .	TIME FINISH
look .	LOOK
let us watch .	LET-US WATCH
amanda pepper .	NS_AMANDA PEPPER
that is great thank you jay thank you possum .	PT_DEM3 GREAT THANK-YOU NS_JAY THANK-YOU NS_POSSUM
if you put the butter into a hot pan it melts .	BUTTER PUT HOT PAN MELT
we can either buy wrapping paper from the shop or we can make our own like i have done here .	PT_PRO1PL CAN BUY WRAP PAPER SHOP OR PT_PRO1PL CAN MAKE PT_POSS1PL LIKE PT_PRO1 DO HERE
right sally what i wanna do is i wanna move those over here .	NS_SALLY PT_PRO1 WANT MOVE PT_DEM3 HERE
but do not worry .	NOT WORRY
bye bye .	BYE BYE
do not forget they are good for living in .	FORGET-NOT PT_PRO3PL GOOD LIVE-IN
i kicked it like this it went up and up .	PT_PRO1 KICK LIKE-THIS UP UP
no possum .	NO POSSUM
we have worked very hard at pulling out the weeds and cultivating the soil .	WORK VERY-HARD PULL-OUT WEED CULTIVATE SOIL
what is hopscotch .	HOPSCOTCH WHAT
yeah let us watch .	YES PT_PRO1PL WATCH
that was great .	PT_DEM3 GREAT
no we will eat lunch much later .	POSSUM EAT LUNCH LATER MUCH NOT
possum thank you so much for your hard work that looks great .	NS_POSSUM THANK-YOU MUCH PT_POSS2 HARD WORK THAT LOOK GREAT
that will help them grow big and strong .	PT_DEM3 HELP PT_PRO3PL GROW BIG STRONG
what are you doing up there .	PT_PRO2 DO-WHAT UP-THERE
cool yeah but how .	COOL YEAH BUT HOW
no .	NO
that is great possum .	GREAT POSSUM
i feel like a real kangaroo .	PT_PRO1 FEEL KANGAROO REAL
they are so clever .	PT_PRO3PL CLEVER VERY
close c l o s e .	CLOSE C L O S E
that was so much fun sally .	FUN NS_SALLY
but he seemed very busy doing something in his tree .	BUSY TREE SOMETHING DO
i know you are hungry but you are not going to eat this banana you are going to drink it .	PT_PRO1 KNOW PT_PRO2 HUNGRY BUT PT_PRO2 NOT-WILL EAT BANANA PT_DEM3 PT_PRO2 DRINK
what i will do is i will get some clips .	PT_PRO1 GET CLIP MANY
we need a bowl .	NEED BOWL
it starts as a butterfly .	START BUTTERFLY
hello .	HELLO
we need something to lever it with .	PT_PRO1PL NEED SOMETHING LEVER PT_DEM3 WITH
learn .	LEARN
stay there .	STAY PT_LOC
i need the top .	TOP NEED PT_PRO1
bye .	BYE
where is possum .	WHERE NS_POSSUM
why do not i go and get the easel .	WHY NOT PT_PRO1 GO GET EASEL
i can not remember it all possum .	PT_PRO1 CAN-NOT REMEMBER ALL POSSUM
it is different .	DIFFERENT
are you ready now to start possum .	READY NOW START NS_POSSUM PT_PRO2
but it is still very tasty .	BUT STILL VERY TASTE-GOOD
well i went to hang it up but there is something in the way .	HANG-UP GO BUT PT_LOC SOMETHING BLOCK
yes .	YES
looks very smooth .	LOOK SMOOTH VERY
it is beautiful .	PT_DEM3 BEAUTIFUL
i know i will go around the tree and i will push .	KNOW PT_PRO1 WILL GO AROUND TREE WILL PUSH
well it is probably the perfect time to go over and see skip and he can explain that to you .	GOOD TIME GO VISIT SKIP PT_PRO3 EXPLAIN PT_PRO2
it is fine possum .	FINE POSSUM
has sally needed the spanner .	SALLY NEED SPANNER
the doctor looked at her foot and sent her for an xray .	DOCTOR FOOT LOOK XRAY SEND
but sally i can not see gravity can i .	NS_SALLY PT_PRO1 NOT-CAN SEE GRAVITY
that is right .	PT_DEM3 RIGHT
that was great .	THAT GOOD FINISH
thank you this is great .	THANK-YOU PT_DEM3 GREAT
have a look at all the green things we have got .	LOOK ALL GREEN THING PT_POSS1 HAVE
it looked awesome .	AWESOME LOOK
you drew the directions and i put them in my tree house but now i can not find them .	PT_PRO2 DRAW DIRECTION PT_PRO1 PUT PT_POSS1 TREE-HOUSE NOW PT_PRO1 FIND-NOT
well our time is up .	NOW TIME FINISH
that is like me earlier when i was kicking the soccer ball .	BEFORE PT_PRO1 KICK BALL-SOCCER PT_DEM3 LIKE PT_PRO1
quickly let us get the washing inside .	QUICK GET WASH INSIDE PT_PRO1PL
i was just pretending to forget which one was my chair .	PRETEND FORGET WHICH ONE PT_POSS1 CHAIR
it is of the door and the doorstep .	DOOR DOORSTEP
well i do not always sleep in my bed at night time .	PT_PRO1 SLEEP BED NIGHT NOT ALWAYS
i am going to be away you will not be able to ask me .	PT_PRO1 AWAY GO PT_PRO2 NOT-ABLE ASK PT_PRO1
hello .	HELLO
let us watch .	WATCH-US
what is next .	WHAT NEXT
i was imagining all sorts of different things .	PT_PRO1 IMAGINE THING DIFFERENT MANY
who have gone exploring and seen animals with different types of skin .	WHO GO EXPLORE AND SEE ANIMAL DIFFERENT SKIN-TYPE
it is hard .	PT_DEM3 BE HARD
hi sally .	HI NS_SALLY
bye .	BYE
it comes from something you actually know a lot about .	SOMETHING PT_PRO2 KNOW ACTUALLY ABOUT
he is got the new ball .	PT_PRO3 HAVE BALL NEW
great .	GREAT
it is not as hot anymore .	HOT REDUCE-NOT NOW
look .	LOOK
i am sally .	PT_PRO1 NS_SALLY
what a great idea possum .	WHAT GREAT IDEA POSSUM
alright why do not we sit down now .	ALRIGHT WHY NOT SIT-DOWN NOW
i have got more counting to do .	PT_PRO1 HAVE MORE COUNT DO
water is so important .	WATER VERY IMPORTANT
hello everyone .	HELLO EVERYONE
can you find zero on that for me .	FIND ZERO PT_DET QUESTION
now this one that is your new ball is not it .	NOW PT_DEM3 PT_POSS2 NEW BALL NOT
i am going to try it .	PT_PRO1 GO TRY PT_DEM3
yes it can could you get it please .	YES PT_PRO2 CAN GET PT_DEM3 PLEASE
ready can you dish them out .	READY DISH-OUT PT_PRO2
sally no .	NS_SALLY NO
possum what is the matter .	POSSUM WHAT MATTER
i am sally .	PT_PRO1 NS_SALLY
sally something very strange has happened .	NS_SALLY SOMETHING VERY STRANGE HAPPEN
possum hold on we need an umbrella too .	POSSUM HOLD-ON PT_PRO1PL NEED UMBRELLA ALSO
i need to start again .	PT_PRO1 NEED START AGAIN
yes my name .	YES PT_POSS1 NAME
ok .	OKAY
what a great idea possum that is called a model .	GREAT IDEA POSSUM CALL MODEL
hi sally .	HELLO NS_SALLY
you are funny possum .	PT_PRO2 FUNNY
sally what do you mean by sort .	SALLY SORT MEAN WHAT
i was looking around .	PT_PRO1 LOOK-AROUND
i am sally .	PT_PRO1 NS_SALLY
it is jay .	NS_JAY
i have been digging up your garden just for you .	PT_PRO1 HAVE DIG-UP PT_POSS2 GARDEN JUST PT_PRO2
writing a story can be quite difficult but we have made a great start though possum .	WRITE STORY CAN DIFFICULT QUITE BUT PT_PRO1PL START GREAT MAKE NS_POSSUM
gravity what is that .	GRAVITY WHAT
no sally .	NO NS_SALLY
once upon a time jay came to visit and helped us make boats .	TIME-ONCE FUTURE_HISTORY JAY VISIT PT_PRO1PL HELP BOAT MAKE
sally what is it .	NS_SALLY WHAT PT_DEM3
sally making these has given me lots of energy .	NS_SALLY MAKE GIVE-ME ENERGY LOTS
look how strong it is it does not wobble at all .	LOOK STRONG PT_PRO3 PT_PRO3 WOBBLE-NOT ALL
then we can make our own bunch of flowers to give to my friend .	FLOWER BUNCH MAKE-TOGETHER GIVE PT_POSS1 FRIEND
ok but be careful that gravity does not pull you down too quickly .	OK BUT CAREFUL GRAVITY PULL-NOT PT_PRO2 DOWN FAST
great idea possum .	GREAT IDEA NS_POSSUM
hello .	HELLO
hello everyone .	HELLO EVERYONE
i need to learn it all so very quickly .	PT_PRO1 NEED LEARN ALL QUICK QUICK
i have sorted them into groups of the same colour .	PT_PRO1 SORT PT_PRO3PL GROUP SAME COLOUR
that was great .	GREAT
it has been great day today .	TODAY GREAT DAY FINISH
did you make all of these sally .	PT_PRO2 MAKE ALL-OF THESE NS_SALLY
this is for you sally not me .	PT_DEM3 PT_POSS2 NS_SALLY NOT PT_POSS1
now clean the brush .	NOW CLEAN BRUSH
it is not sticky anymore i have cleaned it .	STICKY-NOT FINISH PT_PRO1 CLEAN FINISH
sally is this a square .	NS_SALLY PT_DEM3 SQUARE
that was fun .	FUN
fourteen .	FOURTEEN
thank you thank you .	THANK-YOU THANK-YOU
i have made one for myself so i can look all around .	PT_PRO1 MAKE PT_REFL1 LOOK ALL-AROUND CAN
hi sally .	HELLO NS_SALLY
well my eggs are ready .	PT_POSS1 EGG READY
something small where we can put everything in like the tree and the house and the bench .	SMALL SOMETHING PT_LOC PUT-IN EVERYTHING TREE HOUSE BENCH
that is the first of the events .	PT_DEM3 FIRST EVENT
watch it waving in the water .	WATCH PT_DEM3 WAVE-IN WATER
that is a great idea possum i am sure we can find some places to donate these things to .	GOOD IDEA POSSUM PT_PRO1 SURE CAN FIND PLACE DONATE THING
but that is so small .	BUT PT_DEM3 SMALL-SO
thank you how are you .	THANK-YOU HOW PT_PRO2
it is interesting clocks make noises but we do not need to hear them possum .	CLOCK INTERESTING MAKE NOISE BUT PT_PRO1 HEAR-NOT NEED POSSUM
yes it would .	YES
they can grow deep and wide .	PT_PRO3PL GROW DEEP WIDE
that is great now it is a pattern of four .	PT_DEM3 PATTERN FOUR NOW PATTERN FOUR
put them on the pizza .	PUT PIZZA
would you like to do it sally .	PT_PRO2 LIKE DO PT_DEM3 NS_SALLY
it is what is inside that counts i understand now .	INSIDE WHAT COUNT PT_PRO1 UNDERSTAND NOW
what about the branches .	BRANCH WHAT
watch me .	WATCH PT_PRO1
now we need to cut our lemon .	NOW PT_PRO1+2 LEMON CUT
sally carefully .	NS_SALLY CAREFUL
he must still be in bed he has not got up yet .	POSSUM BED STILL GET-UP-NOT YET
right i know what to write .	RIGHT KNOW WRITE WHAT
well i am off to have breakfast with sally .	WELL PT_PRO1 BREAKFAST NS_SALLY
yes i lost this one .	YES PT_PRO1 LOSE THAT-ONE
it does not matter possum because amanda will be here soon .	NOT-MATTER POSSUM BECAUSE NS_AMANDA COME SOON
great now why do not you copy me .	GREAT NOW WHY PT_PRO2 COPY-NOT PT_PRO1
yes i can look at your door .	YES PT_PRO1 CAN LOOK PT_POSS2 DOOR
i think i could keep the honey in the boot .	PT_PRO1 THINK HONEY BOOT KEEP POSSIBLE
i have lots of food and i am going to put some decorations up .	PT_PRO1 FOOD MANY PUT DECORATION UP
the way they made those pictures into jigsaws .	WAY PT_PRO3PL MAKE PT_DEM3 PICTURE TO JIGSAW
i can bring a piece of paper .	PT_PRO1 BRING PAPER PIECE
well possum why do not you cut the string and see .	POSSUM CUT STRING SEE
i do trust that you would not drop me but .	PT_PRO1 TRUST PT_PRO2 WILL-NOT DROP PT_PRO1 BUT
what a great experiment .	GOOD EXPERIMENT WOW
i am going to draw that .	DRAW PT_DEM3
p o s s u m .	P-O-S-S-U-M
how about some olives .	OLIVE HOW-ABOUT
sally do teachers have fun too .	NS_SALLY TEACHER ENJOY
look sally it has finished .	LOOK NS_SALLY PT_DEM3 FINISH
i would not be able to .	PT_PRO1 ABLE-NOT
see all the shapes they had .	SEE ALL SHAPE PT_PRO3PL HAVE
hello everyone .	HELLO EVERYONE
great thanks for bringing it over .	GREAT THANK BRING OVER
it is very strange .	STRANGE VERY
i walk to the shop and that way i do not have to keep putting petrol in my car .	PT_PRO1 WALK SHOP PT_DEM3 WAY PETROL PUT NEED-NOT
the sun it is shining down on me .	SUN SHINE-DOWN PT_LOC PT_PRO1
the birds can then sit and eat those .	BIRD SIT EAT PT_DEM3
well our time is up .	PT_PRO1PL TIME FINISH
well look at how big your tree is .	LOOK SIZE PT_POSS2 TREE BIG
this is you .	PT_DEM3 PT_PRO2
he is saying he tried to get here as fast as he could .	PT_PRO3 SAY PT_PRO3 TRY COME FAST FAST
hello .	HELLO
which ones my chair .	WHICH-ONE PT_POSS1 CHAIR
yes you can see where to put it there .	YES PT_PRO2 CAN SEE PT_LOC(3) PUT
now cogs .	NOW COG
the sun is out but it is not too hot .	SUN OUT BUT HOT-NOT
a plane is a tool with a sharp blade and you use it to smooth the rough wood .	PLANE TOOL SHARP BLADE USE SMOOTH ROUGH WOOD
they were jumping .	PT_PRO3PL JUMP
wait .	WAIT
this is a real mystery .	PT_DEM3 MYSTERY REAL
would you like to go first .	PT_PRO2 FIRST GO-WANT
hey sally .	HEY NS_SALLY
you can tell me i will not tell anyone .	PT_PRO2 TELL-ME PT_PRO1 TELL ANYONE NOT
i like to try to reduce the amount of things around the house that i use .	PT_PRO1 LIKE TRY REDUCE AMOUNT THING HOUSE PT_POSS1 USE
that is amazing .	PT_DEM3 AMAZING
it looks so beautiful sally look at the paper .	BEAUTIFUL PAPER NS_SALLY LOOK
thank you .	THANK-YOU
hi everyone .	HELLO EVERYONE
there are electric trains that run like these lightbulbs .	TRAIN ELECTRIC RUN LIKE LIGHTBULB
it swings back and forth and every time it gets back to the start a second has gone by .	SWING BACK-FORTH EVERY TIME RETURN START SECOND FINISH#1
great .	GREAT
look .	LOOK
how about over there sally .	HOW-ABOUT THERE NS_SALLY
it is so wet outside .	OUTSIDE WET VERY
my family at home sort our rubbish .	PT_POSS1 FAMILY HOME SORT PT_POSS1 RUBBISH
