text	gloss
it can not actually fly .	FLY-NOT ACTUALLY
that is right .	RIGHT
but you can make something that does fly .	BUT MAKE SOMETHING FLY CAN
do you remember making a beautiful kite that sailed in the breeze .	REMEMBER MAKE KITE BEAUTIFUL SAIL BREEZE
can we do that again sally .	CAN DO AGAIN NS_SALLY
it is not windy enough .	WIND-NOT ENOUGH
true .	TRUE
but there is something else we can make out of paper .	BUT SOMETHING-ELSE MAKE PAPER CAN
if we fold it into the right shape we can make it fly .	FOLD RIGHT SHAPE FLY MAKE CAN
we can how .	CAN HOW
i can show you inside how to make it .	PT_PRO1 SHOW PT_PRO2 INSIDE PAPER-PLANE MAKE HOW
yes please .	YES PLEASE
but before we do that why do not we watch some children making paper planes .	BUT BEFORE WATCH CHILD PAPER-PLANE MAKE WHY-NOT
yeah let us watch .	YES WATCH
possum were not those children clever making those paper planes .	POSSUM THOSE CHILD CLEVER MAKE THOSE PAPER PLANE
yeah i want to do that too sally .	YES PT_PRO1 WANT DO THAT ALSO NS_SALLY
have you got any paper that is shaped like a wing .	PT_PRO2 HAVE PAPER SHAPE WING
but how do you make planes stay in the air .	HOW PT_PRO2 MAKE PLANE STAY AIR
well a plane staying in the air is a very tricky concept to explain possum .	PLANE STAY AIR TRICKY CONCEPT EXPLAIN POSSUM
you see there is air all around us but you can not see the air .	AIR AROUND PT_PRO1PL BUT PT_PRO2 CAN-NOT SEE AIR
but it is always there pressing against us and pushing us up and down .	ALWAYS THERE PRESS-AGAINST PT_PRO1PL PUSH PT_PRO1PL UP DOWN
with a paper plane the air skims across the top and the air underneath pushes it up .	PAPER PLANE AIR SKIM TOP AIR UNDERNEATH PUSH UP
i will show you .	PT_PRO1 WILL SHOW PT_PRO2
can you get a piece of paper out of the box .	PT_PRO2 GET PAPER OUT BOX
now get the straw .	GET STRAW
now put them together .	PUT TOGETHER
roll it over .	ROLL OVER
right .	RIGHT
now blow above the straw .	BLOW ABOVE STRAW
above .	ABOVE
blow .	BLOW
look .	LOOK
the paper went up flat .	PAPER GO-UP FLAT
that is because the air is skimming over the top and the air underneath is pushing up .	REASON THAT AIR SKIM-ACROSS TOP, AIR UNDERNEATH PUSH-UP
sally it is like a wing .	NS_SALLY LIKE WING
yes .	YES
that is right possum .	RIGHT POSSUM
it is like a wing .	LIKE WING
right .	RIGHT
making a paper plane uses the same principle .	PAPER PLANE MAKE USE SAME PRINCIPLE
when you throw the paper plane the wind skims across the top of it and the air underneath is what keeps it up .	PAPER PLANE THROW, WIND SKIM-ACROSS TOP, AIR UNDERNEATH KEEP-UP
but there is something else we can not see called gravity .	BUT SOMETHING-ELSE GRAVITY CALL, CAN-NOT SEE
so while the wind is pushing the paper plane up gravity is pulling it to the ground .	WHILE WIND PUSH-UP PAPER PLANE, GRAVITY PULL-DOWN GROUND
it is hard to understand but that does not matter .	HARD UNDERSTAND, BUT NOT MATTER
it is always interesting to learn new things .	ALWAYS INTERESTING LEARN NEW THING
it does not matter if you understand or not .	UNDERSTAND OR NOT, MATTER-NOT
can we make a paper plane that just flies and flies and flies and flies and flies and flies and flies and never lands .	PAPER PLANE MAKE, FLY FLY FLY FLY FLY FLY FLY NEVER LAND, ABLE
you can try possum .	TRY ABLE, POSSUM
i have got the instructions on how to make a paper plane in the drawer .	PT_POSS1 DRAWER, PAPER PLANE MAKE INSTRUCTION HAVE
can you get them out please .	PT_PRO2 GET-OUT PLEASE
there is the instructions possum .	PT_DEM3 INSTRUCTION POSSUM
it says how to make a paper plane .	PAPER PLANE MAKE HOW SAY
this tells us what we need which is just some good construction paper and this shows us how to fold it see .	PT_DEM3 TELL NEED WHAT, GOOD CONSTRUCTION PAPER, PT_DEM3 SHOW FOLD HOW SEE
now we just need a piece of paper .	NOW PT_PRO1PL NEED PAPER PIECE
first we need to fold it in half .	FIRST PT_PRO1PL NEED FOLD IT HALF IN
that is good .	PT_DEM3 GOOD
right now place it flat on the table .	RIGHT NOW PT_LOC FLAT TABLE ON
good now fold the corners in .	GOOD NOW FOLD CORNER-PL IN
good .	GOOD
once you have finished that you fold them in again .	FINISH AFTER PT_PRO2 FOLD-PL AGAIN
great .	GREAT
now fold the point back .	NOW FOLD POINT BACK
great now fold it again .	GREAT NOW FOLD AGAIN
yes and to make the wings you fold it back onto itself .	YES WING MAKE FOLD BACK SELF ONTO
that is great possum .	PT_DEM3 GREAT NS_POSSUM
look sally .	LOOK NS_SALLY
that will fly through the air .	PT_DEM3 FLY AIR THROUGH
we have finished .	FINISH PT_PRO1PL
we have finished making our plane .	FINISH PT_PRO1PL PLANE MAKE
would you like to throw it now .	PT_PRO2 THROW NOW WANT-Q
look .	LOOK
look .	LOOK
that was brilliant .	PT_DEM3 BRILLIANT
sally can i make more in the backyard .	NS_SALLY PT_PRO1 MAKE MORE BACKYARD
yes of course you can .	YES OF-COURSE PT_PRO2 CAN
i have some other things to do in here .	PT_PRO1 HAVE OTHER THING DO HERE
off you go .	OFF PT_PRO2 GO
sally watch me .	NS_SALLY WATCH PT_PRO1
i am going to show you something .	PT_PRO1 WILL SHOW PT_PRO2 SOMETHING
your plane flew all the way around there .	PT_POSS2 PLANE FLY ALL-WAY AROUND PT_LOC
see you sally .	SEE PT_PRO2 NS_SALLY
look at all of these .	LOOK ALL THIS
beautiful .	BEAUTIFUL
hello possum .	HELLO NS_POSSUM
hi sally .	HI NS_SALLY
sally watch this flight .	NS_SALLY WATCH THIS FLIGHT
no .	NO
possum you can not fly .	NS_POSSUM PT_PRO2 CAN-NOT FLY
stay there .	STAY PT_LOC
no sally .	NO NS_SALLY
the paper plane .	PAPER PLANE
that was great .	THAT GREAT
that was great possum .	THAT GREAT NS_POSSUM
that flew very well .	PT_DEM3 FLY VERY GOOD
thank you so much for teaching me how to make a plane out of paper sally .	THANK YOU MUCH REASON TEACH PT_PRO1 HOW MAKE PLANE PAPER NS_SALLY
that is okay .	PT_DEM3 OKAY
now i can do it any time i want .	NOW PT_PRO1 CAN DO PT_DEM3 ANY-TIME PT_PRO1 WANT
all i have to do is fold the paper and watch the plane fly .	ALL PT_PRO1 HAVE DO FOLD PAPER WATCH PLANE FLY
that is right possum .	PT_DEM3 RIGHT POSSUM
you have done a great job following the instructions and making planes .	PT_PRO2 DONE GOOD-JOB FOLLOW INSTRUCTION MAKE PLANE
there are all sorts of different planes you can make .	MANY DIFFERENT PLANE PT_PRO2 CAN MAKE
you have done a great job possum .	PT_PRO2 DONE GOOD-JOB POSSUM
sally look .	NS_SALLY LOOK
yes .	YES
sally i may not be able to fly like a bird but i can make a paper aeroplane and watch it fly .	NS_SALLY PT_PRO1 MAYBE-NOT FLY LIKE BIRD BUT PT_PRO1 CAN MAKE PAPER PLANE WATCH FLY
yes yes you can .	YES YES PT_PRO2 CAN
that is great .	PT_DEM3 GREAT
well our time is up .	NOW PT_PRO1PL TIME FINISH
thanks for watching .	THANK WATCH
see you next time .	SEE PT_PRO2 NEXT-TIME
bye .	BYE
bye .	BYE
hello .	HELLO
look .	LOOK
look .	LOOK
i am sally .	PT_PRO1 NS_SALLY
i am possum .	PT_PRO1 NS_POSSUM
hello .	HELLO
hello .	HELLO
hello everyone .	HELLO EVERYONE
look at my nice neat pile of leaves .	LOOK PT_POSS1 PILE LEAVES NICE NEAT
i have worked very hard this morning because it has been very windy and all the leaves on all of the trees are falling into my yard .	PT_PRO1 WORK HARD MORNING FINISH WIND STRONG TREE LEAF ALL PT_LOC FALL PT_POSS1 YARD
i used the leaf blower and the rake to clear it up into this one neat pile .	PT_PRO1 LEAF-BLOWER USE RAKE USE PILE NEAT ONE CLEAR
it is nice and tidy now .	NICE TIDY NOW
i am going to throw it all in the rubbish .	PT_PRO1 RUBBISH THROW-AWAY ALL
i am going to throw those boxes away too .	PT_PRO1 BOX PT_DEM3 THROW-AWAY
i just need to go inside and get a garbage bag to put the leaves into .	PT_PRO1 INSIDE GO GARBAGE-BAG GET LEAF LEAF PUT-IN
hello everyone .	HELLO EVERYONE
look at that big pile of leaves .	LOOK PILE LEAF PT_DEM3 BIG
sally must have made it for me .	NS_SALLY PT_PRO3 MAKE PT_PRO1 FOR
she knows i love jumping in big piles of leaves .	PT_PRO3 KNOW PT_PRO1 JUMP PILE LEAF BIG LOVE
sorry sally i thought you made this for me .	SORRY NS_SALLY PT_PRO1 THINK PT_PRO3 MAKE PT_PRO1 FOR
they are not for playing with possum .	PLAY-WITH POSSUM NOT ALLOW
sometimes we have to work it has been so windy lately that all these leaves were all over the yard and i have been cleaning them up to throw them out .	SOMETIMES, PT_PRO1PL WORK HAVE-NOT, RECENTLY WIND STRONG-VERY, LEAF MANY YARD ALL-OVER, PT_PRO1 CLEAN-UP THROW-OUT FINISH
now they are everywhere .	NOW, PT_PRO3PL EVERYWHERE
well you and i will just have to clean this up possum .	NOW, PT_PRO2 PT_PRO1 CLEAN-UP MUST, POSSUM
i will use the leaf blower and you can use the rake .	PT_PRO1 LEAF-BLOWER USE, PT_PRO2 RAKE USE
okay .	YES
sally that leaf blower is great .	NS_SALLY, LEAF-BLOWER GOOD-VERY
i love watching all those leaves flying around .	PT_PRO1 LOVE, LEAF MANY FLY-AROUND WATCH
yes it is good fun is not it possum .	YES, GOOD FUN, PT_REFL2 NOT-IS, POSSUM
here let us try it with a towel .	HERE, PT_PRO1PL TOWEL TRY
that is almost like a sailboat is not it .	PT_DEM3 SAILBOAT LIKE-ALMOST, PT_REFL2 NOT-IS
sally wait here .	NS_SALLY WAIT HERE
what .	WHAT
that was a great boat was not it .	PT_DEM3 BOAT GOOD, PT_REFL2 NOT-IS
but you can not play with it yet though possum .	PT_PRO2 PLAY CAN-NOT YET, POSSUM
the wind looks like it is picking up and i do not want these leaves to go everywhere .	WIND PICK-UP LOOK, PT_PRO1 LEAF EVERYWHERE GO WANT-NOT
we have to put them into the garbage bags okay .	PT_PRO1PL LEAF GARBAGE-BAG INTO PUT MUST, OKAY
are we done .	FINISH-QUESTION
sally can we play now .	NS_SALLY, PT_PRO1PL PLAY CAN QUESTION
you are funny possum .	PT_PRO2 FUNNY
i know how you love to sail .	PT_PRO1 KNOW, PT_PRO2 SAIL LOVE
i need to go and put these bags in the rubbish .	PT_PRO1 NEED GO PUT BAG-PL PT_DEM3 RUBBISH
when i get back i will get the boxes .	PT_PRO1 RETURN AFTER GET BOX-PL
you can keep playing okay .	PT_PRO2 CAN PLAY CONTINUE OKAY
okay .	OKAY
hi sally .	HI NS_SALLY
possum what a wonderful boat .	NS_POSSUM WONDERFUL BOAT
you have been working very hard have not you .	PT_PRO2 WORK HARD TRUE NOT-QUESTION
see look sally .	LOOK NS_SALLY
all right they do look the same do not they .	SAME TRUE NOT-QUESTION
that has called the hull .	PT_DEM3 CALL HULL
sally look this sticking up thing .	NS_SALLY LOOK PT_DEM3 STICK-UP
yes that has called the mast .	YES PT_DEM3 CALL MAST
look .	LOOK
you are so clever .	PT_PRO2 CLEVER VERY
that looks great .	PT_DEM3 LOOK GREAT
well you keep playing i am just gonna pop next door and see the neighbour .	PT_PRO2 PLAY CONTINUE PT_PRO1 NEXT-DOOR GO NEIGHBOUR VISIT
i need to ask him a few questions .	PT_PRO1 QUESTION ASK FEW
i am so glad you really really love the wind possum .	PT_PRO1 HAPPY PT_PRO2 LOVE WIND VERY-VERY NS_POSSUM
okay bye .	OKAY BYE
you know possum loves to sail .	PT_PRO2 KNOW NS_POSSUM SAIL LOVE
it has given me a brilliant idea .	GIVE-ME IDEA BRILLIANT
the man who lives next door he used to work on boats for years as a sailor .	MAN LIVE NEXT-DOOR WORK BOAT SAILOR YEAR-AGO#MANY
i am gonna go and ask him if he could help me organize a very special surprise for possum .	GO ASK-HIM HELP-ME ORGANIZE SURPRISE SPECIAL POSSUM
i am going to ask him if perhaps we could go sailing .	GO ASK-HIM SAILING CAN
okay .	OKAY
hi sally .	HI NS_SALLY
what a great boat .	BOAT GREAT
that is so good .	GOOD
but there are two things that are missing .	TWO THING MISS
what .	WHAT
well like i said i just visited the neighbour he used to work as a sailor .	VISIT NEIGHBOUR WORK SAILOR BEFORE
he was always on different boats .	BOAT DIFFERENT ALWAYS
i asked if i could borrow two things for you .	ASK BORROW TWO THING PT_PRO2
what are they .	WHAT
that is great .	GREAT
now i have one more thing for you .	ONE MORE THING PT_PRO2
that is a telescope .	TELESCOPE
you can see a long long way .	SEE DISTANCE FAR FAR
hello .	HELLO
sally i feel like a real sailor now .	NS_SALLY FEEL SAILOR REAL
well possum i have something that is going to make you feel even more of a sailor .	WELL NS_POSSUM PT_PRO1 HAVE SOMETHING FUTURE MAKE PT_PRO2 FEEL EVEN MORE SAILOR
what .	WHAT
well the neighbour has been very kind and he has arranged for us to go on a sailboat .	WELL NEIGHBOUR HAVE-NOT BEEN VERY KIND ARRANGE PT_PRO1PL GO SAILBOAT
really .	REALLY
would you like to go now .	PT_PRO2 LIKE GO NOW
now .	NOW
yes now .	YES NOW
come on possum let us go .	COME-ON NS_POSSUM PT_PRO1PL GO
come on in possum .	COME-ON INSIDE NS_POSSUM
sally what a wonderful time we had .	NS_SALLY WHAT WONDERFUL TIME PT_PRO1PL HAVE
i so enjoyed watching the wind push the sailboat around .	PT_PRO1 ENJOY WATCH WIND PUSH SAILBOAT AROUND
yes me too possum .	YES PT_PRO1 TOO NS_POSSUM
it has been a wonderful day .	WONDERFUL DAY FINISH
so much fun .	MANY FUN
for me the best part was watching the sail unfurl and letting the wind catch it .	PT_PRO1 BEST PART WATCH SAIL UNFURL WIND CATCH
it was brilliant .	BRILLIANT
yeah and the skipper watching the wind and knowing where to steer the boat .	YES SKIPPER WATCH WIND KNOW WHERE STEER BOAT
it is just amazing .	AMAZING
very clever .	VERY CLEVER
why do not we watch some children learning about the weather and the wind .	WHY NOT WATCH CHILDREN LEARN WEATHER WIND
yeah let us watch .	YES PT_PRO1PL WATCH
sally can we make something like that .	NS_SALLY PT_PRO1PL MAKE SOMETHING LIKE PT_DEM3
why do not we make a wind vane like they had on the boat .	WHY PT_PRO1PL MAKE WIND-VANE LIKE PT_PRO3PL HAVE BOAT
yeah can we .	YES PT_PRO1PL CAN
the instructions on how to make it are in the drawer .	INSTRUCTION HOW MAKE PT_DET DRAWER
this explains what we need and how to make it .	PT_DEM3 EXPLAIN WHAT PT_PRO1PL NEED HOW MAKE PT_DEM3
can you put it on the table .	PT_PRO2 PUT PT_DEM3 TABLE CAN
a straw .	STRAW
it is a bit small .	PT_DEM3 SMALL BIT
the other telescope was much better .	TELESCOPE OTHER GOOD MUCH
now do not cut anything yet i need you to cut down the middle about that much .	NOW DO-NOT CUT WAIT PT_PRO1 NEED PT_PRO2 CUT MIDDLE ABOUT DS(FLAT)
right now the other way .	RIGHT NOW OTHER WAY
great fantastic .	GREAT FANTASTIC
now put that down .	NOW PUT PT_DEM3 DOWN
now can you please cut me a square .	NOW PT_PRO2 CUT SQUARE PLEASE
now we need to make a triangle to act as an arrowhead .	NOW PT_PRO1PL NEED MAKE TRIANGLE ARROWHEAD ACT
we will make it out of the cardboard .	PT_PRO1PL MAKE PT_DEM3 CARDBOARD
can you cut a triangle please .	PT_PRO2 CUT TRIANGLE PLEASE
a big one .	BIG
now we need to assemble it .	NOW PT_PRO1PL NEED ASSEMBLE
do you remember where we made those cuts in the straw .	PT_PRO2 REMEMBER WHERE PT_PRO1PL MAKE CUT CUT STRAW
we need to slip the cardboard into there .	PT_PRO1PL NEED SLIP CARDBOARD PT_LOC
but first of all we need some glue to make it stick .	FIRST NEED GLUE MAKE STICK
now we need to insert the cardboard into the cuts .	NOW NEED INSERT CARDBOARD CUT CUT
now do the same with the triangle .	NOW SAME TRIANGLE
that looks lovely .	LOOK LOVELY
now we need to make the mast .	NOW NEED MAKE MAST
put that down .	PUT PT_DEM3 DOWN
now put the pencil in the plasticene .	NOW PUT PENCIL PLASTICENE
great now we need to balance the straw on top .	NOW NEED BALANCE STRAW TOP
it is all finished .	FINISH ALL
yeah sally look .	YEAH NS_SALLY LOOK
sally i blew on it and now it is pointing to me .	NS_SALLY PT_PRO1 BLOW NOW POINT PT_PRO1
yes it is .	YES
i thought it was going to be too windy today .	PT_PRO1 THINK WIND STRONG TODAY
but we had such a great day .	BUT PT_PRO1PL HAVE DAY GREAT
yeah we did .	YEAH PT_PRO1PL DO
today it was so windy i even forgot to fly my kite .	TODAY WIND STRONG PT_PRO1 FORGET FLY KITE
but that is okay .	BUT OKAY
hey let us go outside and take this with us .	HEY PT_PRO1PL GO OUTSIDE TAKE PT_DEM3
okay well our time is up .	OKAY FINISH TIME
thanks for watching .	THANKS WATCH
see you next time .	SEE PT_PRO2 NEXT TIME
bye .	BYE
bye .	BYE
hello .	HELLO
look .	LOOK
look .	LOOK
i am sally .	PT_PRO1 NS_SALLY
i am possum .	PT_PRO1 NS_POSSUM
hello .	HELLO
hello .	HELLO
hello everyone is not it a lovely day today .	HELLO EVERYONE LOVELY DAY TODAY
it is a perfect day to be working in the garden .	PERFECT DAY WORK GARDEN
i have got everything organized and ready for planting .	PT_PRO1 ORGANIZE READY PLANT
this tree here is ready to go in the ground .	PT_DEM3 TREE PT_LOC READY GROUND PUT
i think possum will still be asleep .	NS_POSSUM MAYBE SLEEP-STILL
he finds it hard to get up in the morning .	HARD GET-UP MORNING
look .	LOOK
hi possum .	HELLO NS_POSSUM
hello sally .	HELLO NS_SALLY
hello everyone .	HELLO EVERYONE
sally is not it such a beautiful day .	TODAY BEAUTIFUL DAY
the clean fresh air .	AIR CLEAN FRESH
it is wonderful .	WONDERFUL
i do not think i would enjoy breathing in smoky air or having to breath underwater like a fish .	THINK BREATHE SMOKY-AIR NOT WANT BREATHE UNDERWATER FISH LIKE NOT
i would much prefer clean fresh air like today .	PREFER AIR CLEAN FRESH TODAY
yes that is right possum .	YES RIGHT
all this clean fresh air .	AIR CLEAN FRESH ALL
do you know where that comes from .	PT_PRO2 KNOW WHERE COME-FROM WHERE
where .	WHERE
it comes from the trees and all of the plants .	TREE PLANT ALL COME-FROM AIR GIVE
they breathe out all of the air that we breathe in .	TREE BREATHE-OUT AIR PT_PRO1 BREATHE-IN
trees are very important .	TREE IMPORTANT VERY
sally do you know what else trees are good for .	NS_SALLY PT_PRO2 KNOW WHAT TREE GOOD FOR WHAT
they are good for climbing .	TREE GOOD CLIMB
they are good for living in .	TREE GOOD LIVE-IN
you can make different things out of them like wooden doors and tables .	TREE MAKE DOOR WOOD TABLE DIFFERENT THING
they are good for living in .	TREE GOOD LIVE-IN
they are good for sitting on top of and looking at the beautiful scenery .	TREE GOOD SIT-ON LOOK SCENERY BEAUTIFUL
breathing in the clean air .	BREATHE-IN CLEAN AIR
do not forget they are good for living in .	FORGET-NOT PT_PRO3PL GOOD LIVE-IN
that is right possum .	PT_DEM3 RIGHT POSSUM
there are plenty of reasons why trees are important .	PLENTY REASON WHY TREE IMPORTANT
we need to plant some of these things in the garden .	PT_PRO1PL NEED PLANT SOME PT_DEM3 GARDEN
can you help me please .	PT_PRO2 HELP PT_PRO1 PLEASE
yes .	YES
can you follow me with the wheelbarrow please .	PT_PRO2 FOLLOW PT_PRO1 WHEELBARROW PLEASE
okay .	OKAY
sally what do we do .	NS_SALLY WHAT PT_PRO1PL DO
we are going to do some work in the garden .	PT_PRO1PL GO WORK GARDEN
we are going to plant some things okay .	PT_PRO1PL GO PLANT SOME THING OKAY
can you pass me that lettuce that is just there .	PT_PRO2 PASS PT_PRO1 PT_DEM3 LETTUCE PT_LOC PLEASE
see the lettuces have grown nice and big .	LETTUCE GROW NICE BIG
unfortunately for the roots because the pot is so small they are getting stuck .	UNFORTUNATELY ROOT POT SMALL PT_PRO3PL STUCK
there is no room for them to grow .	NO ROOM ROOT GROW
we need to take them out of the little pots and plant them in the garden here so the roots have got somewhere to grow .	PT_PRO1PL NEED TAKE-OUT POT SMALL PLANT GARDEN PT_LOC ROOT HAVE ROOM GROW
there is one more there possum grab that one .	ONE MORE PT_LOC POSSUM GRAB PT_DEM3
great now why do not you copy me .	GREAT NOW WHY PT_PRO2 COPY-NOT PT_PRO1
okay .	OKAY
first we are going to dig a hole to put the lettuce in .	FIRST PT_PRO1PL GO DIG HOLE PUT LETTUCE
great .	GREAT
great now we have dug a hole we have to very gently so as not to break the stem take the lettuce out .	GREAT NOW PT_PRO1PL DIG HOLE FINISH PT_PRO1PL NEED GENTLE CAREFUL NOT BREAK STEM TAKE-OUT LETTUCE
